url,locale,type,gsc_reason,gsc_validation_status,desired_index,route_exists,http_status,robots,canonical,canonical_self,hreflang_ok,sitemap_present,internal_inbound_count,ssr_content_ok,redirect_target,action,priority
https://www.finmaphub.com/en/posts/economicInfo/eu-russia-gas-phaseout-price-channel,en,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/en/posts/economicInfo/eu-russia-gas-phaseout-price-channel,true,true,true,1,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/en/posts/economicInfo/gold-geopolitics-real-rates-dollar-uncertainty,en,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/en/posts/economicInfo/gold-geopolitics-real-rates-dollar-uncertainty,true,true,true,1,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/en/posts/economicInfo/hormuz-risk-oil-insurance-freight-premium,en,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/en/posts/economicInfo/hormuz-risk-oil-insurance-freight-premium,true,true,true,1,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/en/posts/economicInfo/policy-rate-cut-market-rates,en,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/en/posts/economicInfo/policy-rate-cut-market-rates,true,true,true,22,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/en/posts/investingInfo/diagnose-investing-skill-with-cagr,en,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/en/posts/investingInfo/diagnose-investing-skill-with-cagr,true,true,true,5,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/en/posts/investingInfo/dxy-market-impact,en,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/en/posts/investingInfo/dxy-market-impact,true,true,true,26,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/en/posts/investingInfo/fx-hedge-vs-fx-exposure-korea-3-conditions,en,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/en/posts/investingInfo/fx-hedge-vs-fx-exposure-korea-3-conditions,true,true,true,1,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/en/posts/investingInfo/rates-discount-mortgage-demand-apt-prices,en,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/en/posts/investingInfo/rates-discount-mortgage-demand-apt-prices,true,true,true,1,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/en/posts/investingInfo/us10y-impact-on-korea-and-stock-market,en,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/en/posts/investingInfo/us10y-impact-on-korea-and-stock-market,true,true,true,10,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/en/posts/personalFinance/apartment-transaction-volume-decline-meaning,en,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/en/posts/personalFinance/apartment-transaction-volume-decline-meaning,true,true,true,1,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/en/posts/personalFinance/apt-dashboard-home-goal-roadmap,en,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/en/posts/personalFinance/apt-dashboard-home-goal-roadmap,true,true,true,6,true,,URL_INSPECTION_RECHECK,P0
https://www.finmaphub.com/en/posts/personalFinance/cash-100m-200m-300m-apartment-budget,en,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/en/posts/personalFinance/cash-100m-200m-300m-apartment-budget,true,true,true,3,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/en/posts/personalFinance/dca-step-up-ruleset,en,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/en/posts/personalFinance/dca-step-up-ruleset,true,true,true,2,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/en/posts/personalFinance/fire-3-numbers-spending-horizon-withdrawal,en,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/en/posts/personalFinance/fire-3-numbers-spending-horizon-withdrawal,true,true,true,1,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/en/posts/personalFinance/fire-assumption-errors-7-fixes,en,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/en/posts/personalFinance/fire-assumption-errors-7-fixes,true,true,true,1,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/en/posts/personalFinance/fire-sequence-risk-first-5-years,en,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/en/posts/personalFinance/fire-sequence-risk-first-5-years,true,true,true,1,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/en/posts/personalFinance/how-to-read-apartment-transaction-prices,en,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/en/posts/personalFinance/how-to-read-apartment-transaction-prices,true,true,true,1,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/en/posts/personalFinance/large-apartment-complex-households-price-stability,en,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/en/posts/personalFinance/large-apartment-complex-households-price-stability,true,true,true,1,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/en/posts/personalFinance/monthly-dca-10-year-result,en,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/en/posts/personalFinance/monthly-dca-10-year-result,true,true,true,8,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/en/posts/personalFinance/mortgage-risk-checklist-dsr-variable,en,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/en/posts/personalFinance/mortgage-risk-checklist-dsr-variable,true,true,true,3,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/en/tools/home-buying-budget-calculator,en,tool,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/en/tools/home-buying-budget-calculator,true,true,true,1,true,,URL_INSPECTION_RECHECK,P0
https://www.finmaphub.com/posts/economicInfo/eu-russia-gas-phaseout-price-channel,ko,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/posts/economicInfo/eu-russia-gas-phaseout-price-channel,true,true,true,1,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/posts/economicInfo/geopolitics-oil-fx-dashboard,ko,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/posts/economicInfo/geopolitics-oil-fx-dashboard,true,true,true,1,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/posts/economicInfo/geopolitics-to-usd-liquidity-fx,ko,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/posts/economicInfo/geopolitics-to-usd-liquidity-fx,true,true,true,18,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/posts/economicInfo/gold-geopolitics-real-rates-dollar-uncertainty,ko,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/posts/economicInfo/gold-geopolitics-real-rates-dollar-uncertainty,true,true,true,1,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/posts/economicInfo/hormuz-risk-oil-insurance-freight-premium,ko,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/posts/economicInfo/hormuz-risk-oil-insurance-freight-premium,true,true,true,2,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/posts/economicInfo/oil-shock-to-usdkrw-korea-transmission,ko,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/posts/economicInfo/oil-shock-to-usdkrw-korea-transmission,true,true,true,18,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/posts/economicInfo/policy-rate-cut-market-rates,ko,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/posts/economicInfo/policy-rate-cut-market-rates,true,true,true,26,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/posts/economicInfo/war-risk-oil-supply-insurance-shipping,ko,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/posts/economicInfo/war-risk-oil-supply-insurance-shipping,true,true,true,2,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/posts/economicInfo/war-theme-investing-price-chain-not-winners,ko,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/posts/economicInfo/war-theme-investing-price-chain-not-winners,true,true,true,2,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/posts/investingInfo/diagnose-investing-skill-with-cagr,ko,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/posts/investingInfo/diagnose-investing-skill-with-cagr,true,true,true,5,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/posts/investingInfo/dxy-market-impact,ko,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/posts/investingInfo/dxy-market-impact,true,true,true,27,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/posts/investingInfo/etf-impact-of-tnx,ko,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/posts/investingInfo/etf-impact-of-tnx,true,true,true,8,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/posts/investingInfo/fx-hedge-vs-fx-exposure-korea-3-conditions,ko,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/posts/investingInfo/fx-hedge-vs-fx-exposure-korea-3-conditions,true,true,true,1,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/posts/investingInfo/rates-discount-mortgage-demand-apt-prices,ko,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/posts/investingInfo/rates-discount-mortgage-demand-apt-prices,true,true,true,1,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/posts/investingInfo/us10y-impact-on-korea-and-stock-market,ko,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/posts/investingInfo/us10y-impact-on-korea-and-stock-market,true,true,true,9,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/posts/personalFinance/apartment-buying-calculator-guide,ko,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/posts/personalFinance/apartment-buying-calculator-guide,true,true,true,1,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/posts/personalFinance/apartment-buying-costs-before-purchase,ko,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/posts/personalFinance/apartment-buying-costs-before-purchase,true,true,true,2,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/posts/personalFinance/apartment-transaction-volume-decline-meaning,ko,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/posts/personalFinance/apartment-transaction-volume-decline-meaning,true,true,true,1,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/posts/personalFinance/apt-dashboard-home-goal-roadmap,ko,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/posts/personalFinance/apt-dashboard-home-goal-roadmap,true,true,true,9,true,,URL_INSPECTION_RECHECK,P0
https://www.finmaphub.com/posts/personalFinance/cash-100m-200m-300m-apartment-budget,ko,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/posts/personalFinance/cash-100m-200m-300m-apartment-budget,true,true,true,8,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/posts/personalFinance/compound-calculator-guide,ko,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/posts/personalFinance/compound-calculator-guide,true,true,true,3,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/posts/personalFinance/dca-step-up-ruleset,ko,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/posts/personalFinance/dca-step-up-ruleset,true,true,true,1,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/posts/personalFinance/dca-vs-lumpsum-decision-rules,ko,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/posts/personalFinance/dca-vs-lumpsum-decision-rules,true,true,true,4,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/posts/personalFinance/fire-3-numbers-spending-horizon-withdrawal,ko,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/posts/personalFinance/fire-3-numbers-spending-horizon-withdrawal,true,true,true,3,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/posts/personalFinance/fire-assumption-errors-7-fixes,ko,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/posts/personalFinance/fire-assumption-errors-7-fixes,true,true,true,1,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/posts/personalFinance/fire-sequence-risk-first-5-years,ko,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/posts/personalFinance/fire-sequence-risk-first-5-years,true,true,true,1,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/posts/personalFinance/fire-spending-buckets-essential-choice-insurance,ko,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/posts/personalFinance/fire-spending-buckets-essential-choice-insurance,true,true,true,1,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/posts/personalFinance/first-home-buyer-budget-calculation,ko,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/posts/personalFinance/first-home-buyer-budget-calculation,true,true,true,1,true,,URL_INSPECTION_RECHECK,P1
https://www.finmaphub.com/posts/personalFinance/how-to-read-apartment-transaction-prices,ko,post,Discovered - currently not indexed,,INTENDED_INDEX,true,200,index,https://www.finmaphub.com/posts/personalFinance/how-to-read-apartment-transaction-prices,true,true,true,1,true,,URL_INSPECTION_RECHECK,P1
